"Season","Squad","Comp","Player","Nation","Pos","Age","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxGPlus_Minus_Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal_Kicks","Launch_percent_Goal_Kicks","AvgLen_Goal_Kicks","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","Player_NumOPA_Sweeper","Player_NumOPA_per_90_Sweeper","AvgDist_Sweeper","PlayerURL"
"2022-2023","Hertha BSC","Bundesliga","Tjark Ernst","GER","GK","20-081",1,1,0,0,0,0,2.5,0.36,1.5,1.52,5,13,38.5,22,6,27.3,31.2,13,53.8,43.1,18,0,0,0,0,3.5,"https://fbref.com/en/players/3f6c3ae0/Tjark-Ernst"
"2022-2023","Burnley","Championship","Arijanet Muric","KVX","GK","23",40.2,31,2,0,9,0,34.2,0.27,3.2,0.08,164,394,41.6,1399,186,21.2,28,188,51.6,41.5,441,48,10.9,58,1.44,16.5,"https://fbref.com/en/players/99aa1a84/Arijanet-Muric"
"2022-2023","Burnley","Championship","Bailey Peacock-Farrell","NIR","GK","25",5.8,4,0,0,0,1,4.1,0.42,1.1,0.19,23,73,31.5,194,24,23.7,28.5,38,71.1,51,76,4,5.3,14,2.4,19.7,"https://fbref.com/en/players/4879f8cb/Bailey-Peacock-Farrell"
"2022-2023","Sheffield United","Championship","Wes Foderingham","ENG","GK","31",39,32,0,0,6,1,31.8,0.29,0.8,0.02,174,508,34.3,788,153,47.2,38.6,269,50.6,42.4,542,45,8.3,35,0.9,13.2,"https://fbref.com/en/players/96cf7b61/Wes-Foderingham"
"2022-2023","Sheffield United","Championship","Adam Davies","WAL","GK","30",6.8,7,2,0,0,0,7.6,0.17,0.6,0.08,38,100,38,117,21,59,41.7,51,60.8,48.4,94,5,5.3,14,2.06,19.4,"https://fbref.com/en/players/71894777/Adam-Davies"
"2022-2023","Sheffield United","Championship","Jordan Amissah","GER","GK","20",0.1,0,0,0,0,0,0.3,0.33,0.3,2.32,0,6,0,6,1,66.7,45.5,2,100,67.5,6,1,16.7,0,0,9,"https://fbref.com/en/players/50fc4c0a/Jordan-Amissah"
"2022-2023","Luton Town","Championship","Ethan Horvath","USA","GK","27",44,37,5,0,6,3,32.8,0.23,-1.2,-0.03,345,941,36.7,1033,182,62.4,46.6,360,82.2,58.6,661,34,5.1,32,0.73,13.4,"https://fbref.com/en/players/3f65d5ce/Ethan-Horvath"
"2022-2023","Luton Town","Championship","Harvey Isted","ENG","GK","25",1,2,0,0,0,1,0.3,0.15,-0.7,-0.7,5,19,26.3,33,8,48.5,39.6,9,33.3,39,9,0,0,1,1,24,"https://fbref.com/en/players/bbb09699/Harvey-Isted"
"2022-2023","Luton Town","Championship","James Shea","ENG","GK","31",1,0,0,0,0,0,0.2,0.21,0.2,0.21,1,18,5.6,30,6,50,38.6,7,42.9,39.1,11,0,0,0,0,5,"https://fbref.com/en/players/ee7c0a5e/James-Shea"
"2022-2023","Middlesbrough","Championship","Zack Steffen","USA","GK","27",42,50,1,2,6,2,44.9,0.29,-3.1,-0.07,152,450,33.8,1283,218,25.8,29.7,240,49.6,39.8,501,44,8.8,62,1.48,15.3,"https://fbref.com/en/players/42130443/Zack-Steffen"
"2022-2023","Middlesbrough","Championship","Liam Roberts","ENG","GK","27",4,6,1,0,0,0,4.8,0.27,-1.2,-0.3,24,71,33.8,109,26,45,39.1,26,84.6,58.8,38,5,13.2,3,0.75,11.7,"https://fbref.com/en/players/91977af7/Liam-Roberts"
"2022-2023","Coventry City","Championship","Ben Wilson","ENG","GK","29",43,39,1,0,3,2,41.6,0.29,4.6,0.11,196,661,29.7,964,248,46.3,37.8,356,60.4,49.8,701,42,6,29,0.67,12.5,"https://fbref.com/en/players/0118dd71/Ben-Wilson"
"2022-2023","Coventry City","Championship","Simon Moore","ENG","GK","32",3,7,0,0,0,0,5.4,0.37,-1.6,-0.54,11,25,44,67,17,23.9,28.3,23,39.1,35.7,46,4,8.7,4,1.33,14,"https://fbref.com/en/players/e7434f04/Simon-Moore"
"2022-2023","Sunderland","Championship","Anthony Patterson","ENG","GK","22",46,55,3,2,8,2,49.2,0.28,-3.8,-0.08,204,631,32.3,1141,291,37,34.8,367,56.9,44.1,702,75,10.7,49,1.07,13.2,"https://fbref.com/en/players/b2470c6f/Anthony-Patterson"
"2022-2023","Blackburn Rovers","Championship","Thomas Kaminski","BEL","GK","29",28,35,1,1,3,0,38.1,0.32,3.1,0.11,88,298,29.5,787,137,25,30.3,239,42.3,35.9,407,12,2.9,38,1.36,18.5,"https://fbref.com/en/players/1caa93a5/Thomas-Kaminski"
"2022-2023","Blackburn Rovers","Championship","Aynsley Pears","ENG","GK","24",18,19,0,0,4,1,16.5,0.29,-1.5,-0.09,72,237,30.4,523,90,25.6,28.9,132,78,53,215,14,6.5,28,1.56,15.9,"https://fbref.com/en/players/dfa084b2/Aynsley-Pears"
"2022-2023","Millwall","Championship","George Long","ENG","GK","28",36,37,2,1,5,2,29.6,0.28,-5.4,-0.15,225,795,28.3,772,74,72.4,50.9,274,86.1,61.5,497,21,4.2,34,0.94,12.7,"https://fbref.com/en/players/754e3f2d/George-Long"
"2022-2023","Millwall","Championship","Bartosz Białkowski","POL","GK","35",10,13,0,0,2,0,14.9,0.31,1.9,0.19,78,190,41.1,197,31,66,44,72,83.3,55.5,100,5,5,6,0.6,13.6,"https://fbref.com/en/players/4b5e809f/Bartosz-Bialkowski"
"2022-2023","West Bromwich Albion","Championship","Alex Palmer","ENG","GK","25",23,22,2,2,1,0,19.7,0.25,-2.3,-0.1,102,318,32.1,596,78,39.1,34.4,152,55.9,44.4,317,22,6.9,22,0.96,14.3,"https://fbref.com/en/players/6ea97fd5/Alex-Palmer"
"2022-2023","West Bromwich Albion","Championship","David Button","ENG","GK","33",13,19,1,1,4,0,13,0.31,-6,-0.46,53,181,29.3,336,45,40.8,37.9,81,54.3,45.6,111,4,3.6,21,1.62,19.5,"https://fbref.com/en/players/e608ed4c/David-Button"
"2022-2023","West Bromwich Albion","Championship","Joshua Griffiths","ENG","GK","20",10,12,0,1,1,1,9.5,0.26,-1.5,-0.15,32,112,28.6,309,52,26.5,27.8,63,47.6,39.4,149,10,6.7,10,1,14.2,"https://fbref.com/en/players/d6303703/Joshua-Griffiths"
"2022-2023","Swansea City","Championship","Andy Fisher","ENG","GK","24",25.3,37,2,0,6,3,29.6,0.29,-4.4,-0.17,65,279,23.3,765,154,27.2,28.5,163,43.6,35.1,327,24,7.3,37,1.46,15.4,"https://fbref.com/en/players/d0254cd8/Andy-Fisher"
"2022-2023","Swansea City","Championship","Steven Benda","GER","GK","23",20.7,27,0,1,6,0,21.8,0.31,-5.2,-0.25,52,198,26.3,529,113,29.7,31.1,116,35.3,34,245,21,8.6,28,1.35,15.6,"https://fbref.com/en/players/caaa7fab/Steven-Benda"
"2022-2023","Watford","Championship","Daniel Bachmann","AUT","GK","28",45,51,2,1,8,1,52.4,0.28,2.4,0.05,144,516,27.9,1026,255,37,34.7,329,41.3,35.9,658,28,4.3,30,0.67,12.8,"https://fbref.com/en/players/1c0eea98/Daniel-Bachmann"
"2022-2023","Watford","Championship","Ben Hamer","ENG","GK","34",1,2,0,0,0,0,2.1,0.35,0.1,0.1,4,13,30.8,16,7,18.8,30.7,15,66.7,45.7,14,1,7.1,0,0,7.5,"https://fbref.com/en/players/d822a850/Ben-Hamer"
"2022-2023","Preston North End","Championship","Freddie Woodman","ENG","GK","25",46,59,1,1,11,1,53.5,0.29,-4.5,-0.1,263,828,31.8,1088,193,52.7,40.3,386,66.1,49.9,712,45,6.3,76,1.65,15.8,"https://fbref.com/en/players/19e50035/Freddie-Woodman"
"2022-2023","Norwich City","Championship","Angus Gunn","SCO","GK","26",30,36,2,1,3,2,42.2,0.33,8.2,0.27,125,360,34.7,947,160,29.6,31.4,229,34.9,34.7,407,17,4.2,61,2.03,18.8,"https://fbref.com/en/players/e082af5b/Angus-Gunn"
"2022-2023","Norwich City","Championship","Tim Krul","NED","GK","34",16,18,0,0,3,0,16.3,0.3,-1.7,-0.1,63,169,37.3,504,93,26.6,31.6,109,32.1,33.3,161,9,5.6,26,1.63,15.9,"https://fbref.com/en/players/f23f9d20/Tim-Krul"
"2022-2023","Bristol City","Championship","Max O'Leary","IRL","GK","25",33,35,2,0,2,1,30.9,0.27,-3.1,-0.09,193,668,28.9,1023,175,48.1,38.7,250,70.4,50.6,487,38,7.8,52,1.58,15.4,"https://fbref.com/en/players/a77c1ce8/Max-OLeary"
"2022-2023","Bristol City","Championship","Daniel Bentley","ENG","GK","29",13,21,1,0,5,0,18.4,0.34,-2.6,-0.2,85,273,31.1,344,55,63.1,43.8,87,64.4,47.8,164,6,3.7,8,0.62,13.9,"https://fbref.com/en/players/68db6358/Daniel-Bentley"
"2022-2023","Hull City","Championship","Matt Ingram","ENG","GK","28",22,26,2,2,4,1,30.4,0.28,5.4,0.25,101,321,31.5,728,87,34.2,32.1,151,47.7,39.9,345,19,5.5,22,1,14.5,"https://fbref.com/en/players/6f9dcb31/Matt-Ingram"
"2022-2023","Hull City","Championship","Nathan Baxter","ENG","GK","23",12,21,1,0,1,5,15.6,0.32,-0.4,-0.03,41,147,27.9,353,62,30,30.8,79,51.9,45.1,187,14,7.5,13,1.08,14,"https://fbref.com/en/players/5cfbc814/Nathan-Baxter"
"2022-2023","Hull City","Championship","Karl Darlow","ENG","GK","31",12,14,2,0,0,0,15.7,0.29,1.7,0.14,51,164,31.1,527,53,27.5,28.7,65,29.2,28.8,216,15,6.9,9,0.75,12.3,"https://fbref.com/en/players/cde3309f/Karl-Darlow"
"2022-2023","Stoke City","Championship","Jack Bonham","IRL","GK","28",22.5,26,1,0,3,1,21.4,0.29,-3.6,-0.16,118,332,35.5,595,136,42,36.3,165,49.7,40.1,307,23,7.5,28,1.24,14.8,"https://fbref.com/en/players/3539472e/Jack-Bonham"
"2022-2023","Stoke City","Championship","Josef Bursik","ENG","GK","22",16,22,0,0,6,1,16.4,0.29,-4.6,-0.29,81,267,30.3,409,80,46.2,38.6,120,65,48.2,235,16,6.8,16,1,15.7,"https://fbref.com/en/players/16b6648e/Josef-Bursik"
"2022-2023","Stoke City","Championship","Matija Šarkić","MNE","GK","25",7.5,6,0,0,0,0,6,0.27,0,0,37,113,32.7,239,40,36,34.3,49,55.1,41.9,81,9,11.1,21,2.8,17,"https://fbref.com/en/players/a89e7b29/Matija-Sarkic"
"2022-2023","Birmingham City","Championship","John Ruddy","ENG","GK","35",42.4,53,2,1,6,0,55.1,0.34,2.1,0.05,406,1042,39,1042,156,69.2,47.5,357,89.9,61,656,67,10.2,90,2.12,16.9,"https://fbref.com/en/players/da8b19e2/John-Ruddy"
"2022-2023","Birmingham City","Championship","Neil Etheridge","PHI","GK","32",3.6,5,1,0,0,0,6,0.33,1,0.28,36,94,38.3,95,11,72.6,48.9,32,78.1,54.5,57,5,8.8,5,1.39,15.1,"https://fbref.com/en/players/2642bf6c/Neil-Etheridge"
"2022-2023","Huddersfield Town","Championship","Lee Nicholls","ENG","GK","29",28,33,1,0,5,1,36.3,0.29,4.3,0.15,137,447,30.6,653,148,45.6,37.2,238,62.6,46.1,427,35,8.2,10,0.36,9.8,"https://fbref.com/en/players/b105cebe/Lee-Nicholls"
"2022-2023","Huddersfield Town","Championship","Tomáš Vaclík","CZE","GK","33",12.7,16,2,0,2,0,16.4,0.27,0.4,0.03,83,291,28.5,231,15,71.4,46.9,130,96.9,62.1,207,9,4.3,4,0.32,10,"https://fbref.com/en/players/7b456af7/Tomas-Vaclik"
"2022-2023","Huddersfield Town","Championship","Nicholas Bilokapic","AUS","GK","19",5.3,13,0,0,2,0,10.9,0.33,-2.1,-0.39,25,109,22.9,119,19,52.9,42.8,56,82.1,59.3,84,5,6,3,0.56,13.3,"https://fbref.com/en/players/b48dcb27/Nicholas-Bilokapic"
"2022-2023","Rotherham United","Championship","Viktor Johansson","SWE","GK","23",43,56,4,0,6,3,60.7,0.27,7.7,0.18,349,1172,29.8,1004,109,82.1,53.9,368,94.6,64.6,726,54,7.4,40,0.93,12.2,"https://fbref.com/en/players/e4a588a7/Viktor-Johansson"
"2022-2023","Rotherham United","Championship","Josh Vickers","ENG","GK","26",2.5,3,0,0,0,0,2,0.1,-1,-0.4,35,65,53.8,47,2,89.4,57.9,24,95.8,68.2,42,2,4.8,4,1.6,12.5,"https://fbref.com/en/players/20f077eb/Josh-Vickers"
"2022-2023","Rotherham United","Championship","Robbie Hemfrey","SCO","GK","20",0.5,1,0,0,0,0,2,0.33,1,1.95,7,12,58.3,9,0,66.7,45,6,100,61.2,12,2,16.7,0,0,4.3,"https://fbref.com/en/players/d3ce8b72/Robbie-Hemfrey"
"2022-2023","Queens Park Rangers","Championship","Seny Dieng","SEN","GK","27",46,71,4,1,8,1,66.4,0.34,-3.6,-0.08,262,702,37.3,1088,193,46.4,38,330,59.7,45.8,671,65,9.7,55,1.2,14.1,"https://fbref.com/en/players/c135cddd/Seny-Dieng"
"2022-2023","Cardiff City","Championship","Ryan Allsop","ENG","GK","30",42.7,53,2,1,6,0,45.6,0.3,-7.4,-0.17,319,1009,31.6,1368,130,55.8,41.8,347,70.9,54.5,588,20,3.4,74,1.73,18.6,"https://fbref.com/en/players/af615123/Ryan-Allsop"
"2022-2023","Cardiff City","Championship","Jak Alnwick","ENG","GK","29",3.3,4,0,0,0,1,2,0.23,-1,-0.29,23,90,25.6,89,8,75.3,52.6,24,95.8,70.1,52,0,0,3,0.92,13.4,"https://fbref.com/en/players/b0835fc0/Jak-Alnwick"
"2022-2023","Cardiff City","Championship","Rohan Luthra","ENG","GK","21",0,1,0,0,0,0,0.5,0.26,-0.5,-46,0,0,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,"https://fbref.com/en/players/cfe4625e/Rohan-Luthra"
"2022-2023","Reading","Championship","Joe Lumley","ENG","GK","27",40.3,57,4,0,8,0,46.6,0.29,-10.4,-0.26,441,991,44.5,924,91,74.5,50.8,320,94.7,65.1,686,51,7.4,46,1.14,13.8,"https://fbref.com/en/players/bdf3a08e/Joe-Lumley"
"2022-2023","Reading","Championship","Dean Bouzanis","AUS","GK","31",4.7,9,2,0,1,0,7.1,0.31,-1.9,-0.41,45,131,34.4,122,5,82.8,53.4,30,100,70.2,67,4,6,7,1.5,18.5,"https://fbref.com/en/players/0248e806/Dean-Bouzanis"
"2022-2023","Reading","Championship","Coniah Boyce-Clarke","JAM","GK","19",1,2,0,0,0,0,2.1,0.35,0.1,0.08,7,23,30.4,37,5,37.8,34.6,10,90,58.9,13,1,7.7,4,4,17.2,"https://fbref.com/en/players/94a01643/Coniah-Boyce-Clarke"
"2022-2023","Blackpool","Championship","Chris Maxwell","WAL","GK","32",28,48,4,2,8,3,42,0.29,-3,-0.11,180,514,35,612,114,56.5,42.3,250,67.2,49.3,444,24,5.4,35,1.25,13.9,"https://fbref.com/en/players/609f9b60/Chris-Maxwell"
"2022-2023","Blackpool","Championship","Daniel Grimshaw","ENG","GK","24",18,24,1,0,2,1,26,0.31,3,0.17,123,325,37.8,478,101,43.1,38.1,186,64,48.3,292,7,2.4,7,0.39,10.4,"https://fbref.com/en/players/5397e7d8/Daniel-Grimshaw"
"2022-2023","Wigan Athletic","Championship","Ben Amos","ENG","GK","32",28.6,35,2,3,5,0,28,0.3,-7,-0.24,182,518,35.1,659,128,58,41.9,233,58.4,42.9,398,24,6,22,0.77,12.6,"https://fbref.com/en/players/f6799cd2/Ben-Amos"
"2022-2023","Wigan Athletic","Championship","Jamie Jones","ENG","GK","33",16.4,30,2,0,5,0,21.5,0.29,-8.5,-0.52,124,342,36.3,417,72,58,42.6,126,79.4,57.5,263,29,11,17,1.04,12,"https://fbref.com/en/players/8bba5887/Jamie-Jones"
"2022-2023","Wigan Athletic","Championship","Sam Tickle","ENG","GK","20",1,0,0,0,0,0,0.2,0.12,0.2,0.24,4,12,33.3,29,7,24.1,33.4,8,62.5,49.4,12,1,8.3,0,0,3.5,"https://fbref.com/en/players/e9f1c4de/Sam-Tickle"
"2022-2023","Feyenoord","Eredivisie","Justin Bijlow","NED","GK","25-133",25,19,0,0,3,1,23.9,0.32,5.9,0.24,75,214,35,706,143,24.1,28.9,119,37,36.2,274,26,9.5,29,1.16,17,"https://fbref.com/en/players/53d93280/Justin-Bijlow"
"2022-2023","Feyenoord","Eredivisie","Timon Wellenreuther","GER","GK","27-183",9,11,0,0,2,1,8.4,0.29,-1.6,-0.18,24,69,34.8,223,43,23.3,27.2,49,34.7,35.5,94,9,9.6,20,2.22,21.3,"https://fbref.com/en/players/2f18d0b8/Timon-Wellenreuther"
"2022-2023","PSV Eindhoven","Eredivisie","Walter Benítez","ARG","GK","30-136",30,35,2,0,6,0,30.8,0.28,-4.2,-0.14,159,366,43.4,653,103,38.1,33.6,197,59.4,44.8,331,28,8.5,20,0.67,12.7,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"2022-2023","PSV Eindhoven","Eredivisie","Joel Drommel","NED","GK","26-200",4,5,0,1,0,2,3.1,0.2,0.1,0.02,28,63,44.4,82,8,59.8,43.4,23,60.9,47.6,33,3,9.1,5,1.25,15.4,"https://fbref.com/en/players/510c6a3f/Joel-Drommel"
"2022-2023","Ajax","Eredivisie","Gerónimo Rulli","ARG","GK","31-015",19,20,1,0,3,0,17.2,0.26,-2.8,-0.15,75,171,43.9,787,105,17.9,26.8,83,36.1,33,188,31,16.5,33,1.74,16.6,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"2022-2023","Ajax","Eredivisie","Remko Pasveer","NED","GK","39-208",15,18,0,2,1,0,16.4,0.33,-1.6,-0.11,56,162,34.6,520,83,28.1,30.8,65,24.6,32.8,138,9,6.5,27,1.8,20.5,"https://fbref.com/en/players/3392603d/Remko-Pasveer"
"2022-2023","AZ Alkmaar","Eredivisie","Mathew Ryan","AUS","GK","31-057",18,18,3,0,2,0,17.9,0.33,-0.1,-0.01,90,241,37.3,470,84,33.2,32.8,122,69.7,50.1,222,22,9.9,15,0.83,14.6,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
"2022-2023","AZ Alkmaar","Eredivisie","Hobie Verhulst","NED","GK","30-063",16,17,1,0,2,0,17,0.3,0,0,103,295,34.9,443,69,50.1,39.1,107,68.2,53.2,242,2,0.8,14,0.88,14.5,"https://fbref.com/en/players/9f82f7c2/Hobie-Verhulst"
"2022-2023","Twente","Eredivisie","Lars Unnerstall","GER","GK","32-319",33,27,1,1,6,1,33.6,0.26,7.6,0.23,138,438,31.5,707,127,43.7,36.7,223,57.8,43.9,364,17,4.7,66,2,18.4,"https://fbref.com/en/players/4b1793b0/Lars-Unnerstall"
"2022-2023","Twente","Eredivisie","Przemysław Tytoń","POL","GK","36-151",1,0,0,0,0,0,0.1,0.13,0.1,0.13,1,3,33.3,13,4,7.7,23.4,5,40,45.6,10,0,0,1,1,21.5,"https://fbref.com/en/players/1fa85681/Przemyslaw-Tyton"
"2022-2023","Sparta Rotterdam","","Nick Olij","NED","GK","27-307",32,34,2,1,6,1,42.3,0.26,9.3,0.29,299,638,46.9,1073,145,45.1,38.6,217,71,53.2,527,46,8.7,36,1.13,13.3,"https://fbref.com/en/players/fdc67d9a/Nick-Olij"
"2022-2023","Sparta Rotterdam","","Youri Schoonderwaldt","NED","GK","23-083",2,3,0,0,0,0,1.8,0.26,-1.2,-0.58,12,20,60,39,5,38.5,32.6,7,71.4,46.4,20,1,5,5,2.5,17.6,"https://fbref.com/en/players/06b4ef33/Youri-Schoonderwaldt"
"2022-2023","Utrecht","","Vasilios Barkas","GRE","GK","29-005",32,50,1,0,5,0,48.2,0.32,-1.8,-0.06,166,399,41.6,798,152,33.6,33.3,244,53.7,42.4,497,44,8.9,27,0.84,14.5,"https://fbref.com/en/players/c2e41cfb/Vasilios-Barkas"
"2022-2023","Utrecht","","Fabian de Keijzer","NED","GK","23-025",2,0,0,0,0,0,0.8,0.13,0.8,0.4,10,31,32.3,35,8,54.3,39.7,15,80,54.9,34,1,2.9,1,0.5,8.7,"https://fbref.com/en/players/fdfc9ace/Fabian-de-Keijzer"
"2022-2023","Heerenveen","","Andries Noppert","NED","GK","29-058",18,16,1,0,3,0,19,0.27,3,0.16,101,269,37.5,555,102,35.1,34.5,130,56.9,45.8,271,23,8.5,22,1.22,14.6,"https://fbref.com/en/players/2dc9d6fb/Andries-Noppert"
"2022-2023","Heerenveen","","Xavier Mous","NED","GK","27-304",16,34,3,0,5,1,30.3,0.35,-2.7,-0.17,79,243,32.5,376,62,44.9,37.4,138,53.6,45.3,242,8,3.3,18,1.13,13.4,"https://fbref.com/en/players/76609a3c/Xavier-Mous"
"2022-2023","Heerenveen","","Jan Bekkema","NED","GK","27-056",0,0,0,0,0,0,0,NA,0,0,1,2,50,0,0,NA,NA,2,100,67,0,0,NA,0,0,NA,"https://fbref.com/en/players/1ee6da56/Jan-Bekkema"
"2022-2023","RKC Waalwijk","","Etienne Vaessen","NED","GK","27-313",32,55,4,1,6,1,55.5,0.27,1.5,0.05,196,573,34.2,931,198,45.3,38.7,271,55.7,46,520,58,11.2,42,1.31,13.2,"https://fbref.com/en/players/5622d68b/Etienne-Vaessen"
"2022-2023","RKC Waalwijk","","Joel Castro Pereira","POR","GK","26-341",2,9,1,0,0,0,7.3,0.33,-1.7,-0.83,8,27,29.6,63,19,30.2,30.3,15,53.3,42.4,46,4,8.7,0,0,6.1,"https://fbref.com/en/players/881e5db7/Joel-Castro-Pereira"
